"id","type","merk","kleur","trefwoord","soort"
"PL0100_BVH_2570017","ORANGE PLUS VV","GAZELLE","GRIJS","DAMES","dames"
"PL0100_BVH_2989002","OMAFIETS","ONBEKEND","ZILVERKLEURIG","OPOE","opoe"
"PL0100_BVH_3007422",NA,"ONBEKEND","ORANJE","HEREN","heren"
"PL0100_BVH_3018679",NA,"BATAVUS","ZWART","OPOE","opoe"
"PL0100_BVH_3537892",NA,"TREK","ZILVERKLEURIG",NA,NA
"PL0100_BVH_3556046",NA,"OV-FIETS","BLAUW",NA,NA
"PL0100_BVH_1553048","HERENFIETS","GAZELLE","BRUIN","HEREN","heren"
"PL0100_BVH_1509099","LIBERTY","MONTEGO","GROEN","DAMES","dames"
"PL0100_BVH_1438395","PICK UP","SPARTA","GROEN","ATB","sport"
"PL0100_BVH_1238491","BOULDER","GIANT","GRIJS","ATB","sport"
"PL0100_BVH_1211833","U4 TRANSPORT","CORTINA","GRIJS","HEREN","heren"
"PL0100_BVH_1088312","NO FUSS 28 INCH","LIMIT","ZWART","DAMES","dames"
"PL0100_BVH_1058780","EASY GLIDER","GAZELLE","GRIJS","DAMES","dames"
"PL0100_BVH_1201731","28""","BATAVUS","BLAUW","DAMES","dames"
"PL0100_BVH_1456876","NAVIGATOR","ALTRA","BLAUW","DAMES","dames"
"PL0100_BVH_2236819",NA,"UNION","GOUDKLEURIG","HEREN","heren"
"PL0100_BVH_1268008",NA,"GAZELLE","BLAUW","HEREN","heren"
"PL0100_BVH_1344703",NA,"BATAVUS","BLAUW","DAMES","dames"
"PL0100_BVH_2221471",NA,"ONBEKEND","BLAUW","DAMES","dames"
"PL0100_BVH_2272540","CHAMONIX EXCE","GAZELLE","ONBEKEND","HEREN","heren"
"PL0100_BVH_2276909","GREENPARKS LN8","BATAVUS","ONBEKEND","DAMES","dames"
"PL0100_BVH_2253328","ORANGE PL. (M)","GAZELLE","ONBEKEND","DAMES","dames"
"PL0100_BVH_2804804",NA,"UNION","GRIJS","DAMES","dames"
"PL0100_BVH_3078477","ARTMAP01 TOEGEV","GAZELLE","ZWART","HEREN","heren"
"PL0100_BVH_3196309",NA,"GAZELLE","BLAUW","KINDER","overig"
"PL0100_BVH_1180884","PICK-UP DLX","SPARTA","ZWART","DAMES","dames"
"PL0100_BVH_1048845","KAPTEIN","UNION","GROEN","DAMES","dames"
"PL0100_BVH_1336620","OMAFIETS","HOLLANDIA","ROOD","OPOE","opoe"
"PL0100_BVH_1330041","ECLIPSE","GAZELLE","GRIJS","HEREN","heren"
"PL0100_BVH_2472286","ORANGE","GAZELLE","GROEN","DAMES","dames"
"PL0100_BVH_1682480",NA,"SPARTA","ZWART","DAMES","dames"
"PL0100_BVH_1733342",NA,"PANTHER","PAARS","DAMES","dames"
"PL0100_BVH_1880910","CUSTOM MADE","ONBEKEND","ZILVERKLEURIG","RACE","sport"
"PL0100_BVH_2390291","DAMES","ONBEKEND","GEEL","OPOE","opoe"
"PL0100_BVH_3490511","MODEL JAREN 50","GAZELLE","GRIJS","HEREN","heren"
"PL0100_BVH_3493514","MONACO 28","BATAVUS","BLAUW","DAMES","dames"
"PL0100_BVH_1372081","DAVOS VV ARTMAP","GAZELLE","ONBEKEND","DAMES","dames"
"PL0100_BVH_1724508","IMPALA TROMM.KA","GAZELLE","ONBEKEND","HEREN","heren"
"PL0100_BVH_1469689","STANDAARD HEREN","ONBEKEND","MEERKLEURIG","HEREN","heren"
"PL0100_BVH_1738143",NA,"BATAVUS","PAARS","VOUW","overig"
"PL0100_BVH_1433506",NA,"PELIKAAN","WIT","DAMES","dames"
"PL0100_BVH_1388666","TOER POPULAIR R","GAZELLE","ZWART","OPOE","opoe"
"PL0100_BVH_1177065","MAMBO SPIR","BATAVUS","ZILVERKLEURIG","DAMES","dames"
"PL0100_BVH_1246015","PARIS PLUS","GAZELLE","ZWART","DAMES","dames"
"PL0100_BVH_1246015","PARIS PLUS","GAZELLE","ZWART","DAMES","dames"
"PL0100_BVH_1428898",NA,"GAZELLE","BLAUW","DAMES","dames"
"PL0100_BVH_1360416","CUSTOM SL (SUPE","GIANT","CHROOMKLEURIG","SPORT","sport"
"PL0100_BVH_1109917",NA,"UNION","GRIJS","HEREN","heren"
"PL0100_BVH_1304020","DAVOS","GAZELLE","MEERKLEURIG","DAMES","dames"
"PL0100_BVH_2682739","U1","CORTINA","ZWART","DAMES","dames"
"PL0100_BVH_2891138","ONBEKEND","UNION","GROEN","DAMES","dames"
"PL0100_BVH_1531972","TOURINGSTAR","TOURING","ZWART","OPOE","opoe"
"PL0100_BVH_1426575","MARATHON","SPARTA","ROOD","HEREN","heren"
"PL0100_BVH_1568477","CORTINA UTILITY","CORTINA","ROOD","DAMES","dames"
"PL0100_BVH_3234170","CUSTOM 24 LDS L","GIANT","ZILVERKLEURIG","DAMES","dames"
"PL0100_BVH_1343331","DAMESFIETS - OM","UNION","ZWART","OPOE","opoe"
"PL0100_BVH_2262111",NA,"BATAVUS","ROZE","DAMES","dames"
"PL0100_BVH_1357058","OMA/OPOE","ZUIDERZEE","Onbekend","OPOE","opoe"
"PL0100_BVH_1415233","OPOEFIETS","ONBEKEND","ZWART","OPOE","opoe"
"PL0100_BVH_1347858",NA,"BATAVUS","BLAUW","HEREN","heren"
"PL0100_BVH_1355469",NA,"UNION","BLAUW","DAMES","dames"
"PL0100_BVH_1209208","BLOCKBUSTER","BATAVUS","GRIJS","DAMES","dames"
"PL0100_BVH_1209208","BLOCKBUSTER","BATAVUS","GRIJS","DAMES","dames"
"PL0100_BVH_1270578","SLC SR","STEVENS","WIT","RACE","sport"
"PL0100_BVH_1212955","FREE","GAZELLE","MEERKLEURIG","DAMES","dames"
"PL0100_BVH_1065754","-","CORTINA","ZWART","OPOE","opoe"
"PL0100_BVH_3269918",NA,"KALKHOFF","PAARS","DAMES","dames"
"PL0100_BVH_1359737",NA,"OPOE","ROOD","DAMES","dames"
"PL0100_BVH_3309755","ARIZONA","UNION","CREME","DAMES","dames"
"PL0100_BVH_1203707",NA,"ONBEKEND","WIT","DAMES","dames"
"PL0100_BVH_1081753","BEACH CRUISER /","CRUISER","ROOD",NA,NA
"PL0100_BVH_1092056",NA,"POINTER","PAARS","OPOE","opoe"
"PL0100_BVH_1307519",NA,"BATAVUS","MEERKLEURIG","DAMES","dames"
"PL0100_BVH_2183983",NA,"ONBEKEND","ZWART","HEREN","heren"
"PL0100_BVH_1494888","DAMES FIETS MET","BATAVUS","GRIJS","DAMES","dames"
"PL0100_BVH_1214712","OPOEFIETS","PELIKAAN","ZWART","OPOE","opoe"
"PL0100_BVH_2015680","ALLERGRO","BATAVUS","GRIJS",NA,NA
"PL0100_BVH_1071202",NA,"ONBEKEND","GRIJS","DAMES","dames"
"PL0100_BVH_1493914","E MOTION","SPARTA","BLAUW","DAMES","dames"
"PL0100_BVH_2652421",NA,"CORTINA","GEEL","DAMES","dames"
"PL0100_BVH_1244953",NA,"BATAVUS","ZWART","HEREN","heren"
"PL0100_BVH_1271107","U1","CORTINA","ZWART","HEREN","heren"
"PL0100_BVH_1245486","OLD DUTCH","BATAVUS","GROEN","DAMES","dames"
"PL0100_BVH_2278411","MISS GRACE","GAZELLE","GROEN","DAMES","dames"
"PL0100_BVH_1842532","U1","CORTINA","BLAUW","DAMES","dames"
"PL0100_BVH_1415663","BARCELONA","BATAVUS","GROEN","DAMES","dames"
"PL0100_BVH_1383519","PRISMA","RIH","GRIJS","DAMES","dames"
"PL0100_BVH_1247433","ORANGE LTD EDIT","GAZELLE","CHROOMKLEURIG","HEREN","heren"
"PL0100_BVH_2369882",NA,"KOGA MIYATA","GRIJS","HEREN","heren"
"PL0100_BVH_2369882",NA,"KOGA MIYATA","GRIJS","HEREN","heren"
"PL0100_BVH_1362664","MAMBO LUXE-X N7","BATAVUS","PAARS","DAMES","dames"
"PL0100_BVH_1061765",NA,"ONBEKEND","GRIJS","DAMES","dames"
"PL0100_BVH_1284557","TOURING","ONBEKEND","GRIJS","HEREN","heren"
"PL0100_BVH_2623107",NA,"RIH","ZILVERKLEURIG","DAMES","dames"
"PL0100_BVH_1293836",NA,"GAZELLE","GRIJS","DAMES","dames"
"PL0100_BVH_2531673","AVANTGARD","MONTEGO","BLAUW",NA,NA
"PL0100_BVH_1808567","OMA","AZOR","GRIJS","DAMES","dames"
"PL0100_BVH_1166061","JERSEY","AZOR","ZWART","DAMES","dames"
"PL0100_BVH_1305148",NA,"GAZELLE","BLAUW","DAMES","dames"
"PL0100_BVH_2189339",NA,"TOEVOEGEN","ZWART","RACE","sport"
"PL0100_BVH_1954789",NA,"ONBEKEND","ZWART","HEREN","heren"
"PL0100_BVH_1620696",NA,"BATAVUS","ZWART","DAMES","dames"
"PL0100_BVH_2776277","OLD DUTCH","BATAVUS","GROEN","OPOE","opoe"
"PL0100_BVH_1456436","PRIMEUR","GAZELLE","BLAUW","DAMES","dames"
"PL0100_BVH_1195554","BOULDER CITY","GIANT","GRIJS","DAMES","dames"
"PL0100_BVH_1848750","E-MOTION C 3","SPARTA","GOUDKLEURIG",NA,NA
"PL0100_BVH_1848750","E-MOTION C 3","SPARTA","GOUDKLEURIG",NA,NA
"PL0100_BVH_1181808","INNERGY ELEKTRI","GAZELLE","MEERKLEURIG","DAMES","dames"
"PL0100_BVH_1226667","ELEKTRICH","SAXONETTE","ZILVERKLEURIG","DAMES","dames"
"PL0100_BVH_1275363",NA,"GIANT","ZWART","HEREN","heren"
"PL0100_BVH_1991471","ECLIPSE  L.E.  D53 682/276 T8","GAZELLE","MEERKLEURIG",NA,NA
"PL0100_BVH_2262524","OASE","UNION","GRIJS","DAMES","dames"
"PL0100_BVH_2895288","ORANGE LITE CIT","GAZELLE","CREME","DAMES","dames"
"PL0100_BVH_3694697","S0557 CUSTOM UN","UNION","ORANJE","OPOE","opoe"
"PL0100_BVH_1215234","NO FUSS","UMIT","ZWART","DAMES","dames"
"PL0100_BVH_3079365","PRIMEUR","GAZELLE","BRUIN","DAMES","dames"
"PL0100_BVH_1295173","FLASH-H N7 ZWAR","BATAVUS","ONBEKEND","HEREN","heren"
"PL0100_BVH_1629351","STADSFIETS","GAZELLE","ZWART","OPOE","opoe"
"PL0100_BVH_2311715",NA,"ONBEKEND","ROOD","OPOE","opoe"
"PL0100_BVH_1200398","ORANGE PLUS VV","GAZELLE","GROEN","DAMES","dames"
"PL0100_BVH_2164087","ECLIPSE  L.E.  H57 388/682 T8","GAZELLE","MEERKLEURIG",NA,NA
"PL0100_BVH_2703118","MAXINETTE (NIET","GAZELLE","GROEN","DAMES","dames"
"PL0100_BVH_2731855",NA,"ONBEKEND","MEERKLEURIG","DAMES","dames"
"PL0100_BVH_2650993","HIGHLANDER","AZOR","ROOD","DAMES","dames"
"PL0100_BVH_1616807",NA,"SPARTA","GRIJS","DAMES","dames"
"PL0100_BVH_1654863",NA,"AZOR","ZWART","DAMES","dames"
"PL0100_BVH_2337640",NA,"AMSTEL","ZWART","OPOE","opoe"
"PL0100_BVH_1934618",NA,"GAZELLE","ZILVERKLEURIG","HEREN","heren"
"PL0100_BVH_3132426",NA,"RIXE","MEERKLEURIG","HEREN","heren"
"PL0100_BVH_3489975",NA,"SPARTA","MEERKLEURIG","HEREN","heren"
"PL0100_BVH_1485594","NO FUSS 28'' ZW","LIMIT","ZWART","OPOE","opoe"
"PL0100_BVH_1261027","TRAFFIC","BATAVUS","GROEN","HEREN","heren"
"PL0100_BVH_1088780","LIVE","BATAVUS","BLAUW","HEREN","heren"
"PL0100_BVH_1170935","OF MERK SPARTA","GAZELLE","BLAUW","VOUW","overig"
"PL0100_BVH_1749418","LAGUNA","GAZELLE","GROEN","DAMES","dames"
"PL0100_BVH_1524659",NA,"ONBEKEND","ZWART","OPOE","opoe"
"PL0100_BVH_1139463",NA,"UNION","BLAUW","DAMES","dames"
"PL0100_BVH_2589538",NA,"PEUGEOT","BLAUW","HEREN","heren"
"PL0100_BVH_1391470","HOLLIDAY","BATAVUS","ROOD","DAMES","dames"
"PL0100_BVH_3536097","NOSTALGIE","VEENO","ZWART","OPOE","opoe"
"PL0100_BVH_1357751","GAZELLE NL STAD","GAZELLE","ZWART","HEREN","heren"
"PL0100_BVH_1668054",NA,"SPARTA","BLAUW","DAMES","dames"
"PL0100_BVH_2253760","COMPASS","BATAVUS","ZILVERKLEURIG","HEREN","heren"
"PL0100_BVH_2881526",NA,"BATAVUS","ZWART","DAMES","dames"
"PL0100_BVH_3504750","CHAMONIX C7","GAZELLE","BLAUW","DAMES","dames"
"PL0100_BVH_3550925","DAVOS H61 N7","GAZELLE","BLAUW","HEREN","heren"
"PL0100_BVH_3571314","H-D2","CARGO","BLAUW","DAMES","dames"
"PL0100_BVH_1515818",NA,"BATAVUS","GRIJS","DAMES","dames"
"PL0100_BVH_1187053","PERSONAL BIKE","BATAVUS","ZWART","DAMES","dames"
"PL0100_BVH_3482463","NEXUS 3","MANHATTAN","ZWART","KINDER","overig"
"PL0100_BVH_1257806",NA,"ONBEKEND","GEEL","OPOE","opoe"
"PL0100_BVH_2836659",NA,"BATAVUS","ZWART","DAMES","dames"
"PL0100_BVH_1493922","CHAMONIX EXCELE","GAZELLE","MEERKLEURIG","DAMES","dames"
"PL0100_BVH_1635928",NA,"ONBEKEND","ZWART","OPOE","opoe"
"PL0100_BVH_1451017","ECLIPSE ECLIPSE","GAZELLE","ONBEKEND","DAMES","dames"
"PL0100_BVH_1470184","MAMBO SPIRIT","BATAVUS","ZWART","HEREN","heren"
"PL0100_BVH_1479659","T8 PREMIUM D80","FLYER","GRIJS","DAMES","dames"
"PL0100_BVH_1722772","ROAD BIKE NL","GAZELLE","GRIJS","DAMES","dames"
"PL0100_BVH_1433832","PICK-UP","SPARTA","ZWART","DAMES","dames"
"PL0100_BVH_1171550","OMAFIETS","POPAL","ZWART",NA,NA
"PL0100_BVH_2274350","CONTINA TRANSPO","CORTINA","ZWART","DAMES","dames"
"PL0100_BVH_3072157","FREESPORT 80","MERIDA","GRIJS","DAMES","dames"
"PL0100_BVH_3507118",NA,"OV FIETS","BLAUW",NA,NA
"PL0100_BVH_2174262",NA,"ONBEKEND","GOUDKLEURIG","DAMES","dames"
"PL0100_BVH_1518234",NA,"KRONAN","ZWART","HEREN","heren"
"PL0100_BVH_1139465","DAVOS","GAZELLE","GROEN","DAMES","dames"
"PL0100_BVH_1153676","ITRAKA","SPARTA","MEERKLEURIG","HEREN","heren"
"PL0100_BVH_1154457","EXPORT","BSP","WIT","DAMES","dames"
"PL0100_BVH_1217376","CENTRAL PARK","SPARTA","BLAUW","DAMES","dames"
"PL0100_BVH_3371502","HERENFIETS","STELLA","BLAUW","ELECTRISCH","electrisch"
"PL0100_BVH_1570209","ORANGE","GAZELLE","GRIJS","HEREN","heren"
"PL0100_BVH_1676000","U4 JEANS","CORTINA","BLAUW","DAMES","dames"
"PL0100_BVH_3277040","ONBEKEND","NASHVILLE","ZWART","HEREN","heren"
"PL0100_BVH_1551970","ORANGE EXCE VV","GAZELLE","MEERKLEURIG","HEREN","heren"
"PL0100_BVH_1685512","TRANSPORTER","CORTINA","WIT","DAMES","dames"
"PL0100_BVH_3427319",NA,"ONBEKEND","ZWART","OPOE","opoe"
"PL0100_BVH_1176324",NA,"PUCH","ROZE","DAMES","dames"
"PL0100_BVH_1320606","OMAFIETS NO FUS","LIMIT","ZWART","OPOE","opoe"
"PL0100_BVH_1523010","TERSCHELLING","AZOR","ZWART","DAMES","dames"
"PL0100_BVH_3083113","RAISE RT8","KREIDLER","ZWART","HEREN","heren"
"PL0100_BVH_1433343","OMA FIETS","VOGUE","ZWART","DAMES","dames"
"PL0100_BVH_1129537","MONTREUXL.E.D61","GAZELLE","BLAUW","DAMES","dames"
"PL0100_BVH_2091986","CHAM XTRA INN","GAZELLE","GRIJS",NA,NA
"PL0100_BVH_2543463",NA,"TOEVOEGEN","ZWART","OPOE","opoe"
"PL0100_BVH_3002006","CHAMONIX","GAZELLE","ZWART","HEREN","heren"
"PL0100_BVH_2997628","ECLIPSE H8V","GAZELLE","ZWART","HEREN","heren"
"PL0100_BVH_2111380","LITE CITY D53 F","GAZELLE","GRIJS","DAMES","dames"
"PL0100_BVH_2396462","BEACHBIKE","HOLLANDIA","ROZE","DAMES","dames"
"PL0100_BVH_1426183","ARTMAP01 TOEGEV","GAZELLE","GRIJS","HEREN","heren"
"PL0100_BVH_1426183","ARTMAP01 TOEGEV","GAZELLE","GRIJS","HEREN","heren"
"PL0100_BVH_3662299",NA,"OV-FIETS","MEERKLEURIG",NA,NA
"PL0100_BVH_1386777","URBAN","GIANT","BLAUW","DAMES","dames"
"PL0100_BVH_1363524","CADIZ","GAZELLE","WIT","HEREN","heren"
"PL0100_BVH_1402204","B.A. 2.3","BATAVUS","ZWART","ATB","sport"
"PL0100_BVH_1244581","PARIS PLUS","GAZELLE","ZWART","DAMES","dames"
"PL0100_BVH_1167096","ORANGE PLUS","GAZELLE","MEERKLEURIG","HEREN","heren"
"PL0100_BVH_1196964","ROAD BIKE","GAZELLE","GRIJS","HEREN","heren"
"PL0100_BVH_2001459","CHAMONIX PLUS C","GAZELLE","ONBEKEND","DAMES","dames"
"PL0100_BVH_2101288",NA,"BATAVUS","ONBEKEND","HEREN","heren"
"PL0100_BVH_2248623","CHAM LITE CHAM","GAZELLE","BLAUW","DAMES","dames"
"PL0100_BVH_2248623","CHAM LITE CHAM","GAZELLE","BLAUW","DAMES","dames"
"PL0100_BVH_2265675","CHAMONIX PURE","GAZELLE","ONBEKEND","DAMES","dames"
"PL0100_BVH_2534271","TOURMALET","BATAVUS","ZILVERKLEURIG","SPORT","sport"
"PL0100_BVH_2973864","CHAMONIX VV D53","GAZELLE","WIT","DAMES","dames"
"PL0100_BVH_2997718","ECLIPSE","GAZELLE","GRIJS","HEREN","heren"
"PL0100_BVH_1174099","LITE CITY CHAMO","GAZELLE","BLAUW","HEREN","heren"
"PL0100_BVH_1605767",NA,"BATAVUS","ZWART","HEREN","heren"
"PL0100_BVH_2294798","TOSCANA","ALTEC","GRIJS","HEREN","heren"
"PL0100_BVH_1045392","TYROS BLACKLINE","SPARTA","ZWART","HEREN","heren"
"PL0100_BVH_1482363","IMPALA","GAZELLE","GRIJS","DAMES","dames"
"PL0100_BVH_1206366","AMAZONE D56 SRA","SPARTA","ONBEKEND","DAMES","dames"
"PL0100_BVH_1227743","ORANGE PREMIUM","GAZELLE","MEERKLEURIG","DAMES","dames"
"PL0100_BVH_1206079","LIVE","BATAVUS","BLAUW","DAMES","dames"
"PL0100_BVH_3284650","MAMBO","BATAVUS","BLAUW","DAMES","dames"
"PL0100_BVH_1511000",NA,"BATAVUS","ONBEKEND","DAMES","dames"
"PL0100_BVH_1893703","PARIS PLUS","GAZELLE","GRIJS","DAMES","dames"
"PL0100_BVH_1885579","TOUR POPULAIR","GAZELLE","ZWART","DAMES","dames"
"PL0100_BVH_1873420","ORANGE C7","GAZELLE","ZILVERKLEURIG","DAMES","dames"
"PL0100_BVH_1389731",NA,"SPARTA","PAARS","DAMES","dames"
"PL0100_BVH_1746327","DAMESFIETS","RAMBLER","GROEN","DAMES","dames"
"PL0100_BVH_2151963","CLS PRO","CUBE","ZWART","SPORT","sport"
"PL0100_BVH_2449462",NA,"TOEVOEGEN","BLAUW","OPOE","opoe"
"PL0100_BVH_2470201","PRIMEUR","GAZELLE","BRUIN","DAMES","dames"
"PL0100_BVH_3625071","U4 MOEDERFIETS","CORTINA","ZWART","DAMES","dames"
"PL0100_BVH_3629433","ROOTS TRANSPORT","CORTINA","ZWART","DAMES","dames"
"PL0100_BVH_1359178","CRUSH","CORTINA","ZWART","HEREN","heren"
"PL0100_BVH_1202208","ORANGE PL. (M) D57 001 T7","GAZELLE","ZWART",NA,NA
"PL0100_BVH_2499874","COM 4","BATAVUS","ZWART","DAMES","dames"
"PL0100_BVH_2906205","RACEFIETS","MATRA","WIT","DAMES","dames"
"PL0100_BVH_3511115","BLOOM MOEDERFIE","GAZELLE","BLAUW","DAMES","dames"
"PL0100_BVH_1939340",NA,"CUMBERLAND","GRIJS","HEREN","heren"
"PL0100_BVH_2053855",NA,"ONBEKEND","BLAUW","DAMES","dames"
"PL0100_BVH_2438274","ROADSPEED","KOGA","ZWART","HEREN","heren"
"PL0100_BVH_2521786","PARIS","GAZELLE","GRIJS","DAMES","dames"
"PL0100_BVH_2586888",NA,"ONBEKEND","BLAUW","OPOE","opoe"
"PL0100_BVH_2624367","MELBOURNE 7 LDS","GIANT","BLAUW","DAMES","dames"
"PL0100_BVH_1227552",NA,"ONBEKEND","MEERKLEURIG","HEREN","heren"
"PL0100_BVH_1105785","OMAFIETS","GAZELLE","ZWART","DAMES","dames"
"PL0100_BVH_2794694",NA,"ONBEKEND","ZWART","DAMES","dames"
"PL0100_BVH_2794694",NA,"ONBEKEND","ZWART",NA,NA
"PL0100_BVH_2917453","FUENTE XTRA VV","GAZELLE","GROEN","DAMES","dames"
"PL0100_BVH_3079259","TORINO","BATAVUS","ZWART","DAMES","dames"
"PL0100_BVH_3571711","BOSCH E-SPEED","SPARTA","ZILVERKLEURIG","ELECTRISCH","electrisch"
"PL0100_BVH_2644585","ORANGE PLUS","GAZELLE","Onbekend","DAMES","dames"
"PL0100_BVH_1351815","RAVENNA","BATAVUS","ROOD","DAMES","dames"
"PL0100_BVH_3458408","ORANGE C7 + D53","GAZELLE","ZWART","DAMES","dames"
"PL0100_BVH_2558798","GRENOBLE 7V","GAZELLE","BLAUW","DAMES","dames"
"PL0100_BVH_2375998",NA,"BATAVUS","ZILVERKLEURIG","DAMES","dames"
"PL0100_BVH_2616349",NA,"BATAVUS","BRUIN",NA,NA
"PL0100_BVH_1513559",NA,"GAZELLE","BRUIN","HEREN","heren"
"PL0100_BVH_1429580","OPOE","ONBEKEND","ZWART","DAMES","dames"
"PL0100_BVH_1171793","OPOE","Onbekend","ZWART","DAMES","dames"
"PL0100_BVH_3009651","CHAMONIX TR.KAB","GAZELLE","GRIJS","DAMES","dames"
"PL0100_BVH_1894090","MOUNTAINBIKE","ONBEKEND","ONBEKEND",NA,NA
"PL0100_BVH_2549900","PICK-UP","SPARTA","ZWART","HEREN","heren"
"PL0100_BVH_2665947","SNAKE","BATAVUS","BLAUW","KINDER","overig"
"PL0100_BVH_1062937","FREEKICK","UNION","BLAUW","HEREN","heren"
"PL0100_BVH_1131834","MISS GRACE","GAZELLE","ZWART","DAMES","dames"
"PL0100_BVH_1076104","TRANSPORTFIETS","ONBEKEND","ZWART","DAMES","dames"
"PL0100_BVH_1301053","MISS GRACE","GAZELLE","BLAUW","DAMES","dames"
"PL0100_BVH_2412769","FURORE","GAZELLE","BLAUW","DAMES","dames"
"PL0100_BVH_3005689","OPAFIETS","NEXUS","ZWART","HEREN","heren"
"PL0100_BVH_1254230","TYROS","SPARTA","ZWART","DAMES","dames"
"PL0100_BVH_1201812","ECLIPSE L.E. D5","GAZELLE","MEERKLEURIG","DAMES","dames"
"PL0100_BVH_3224503",NA,"ONBEKEND","GRIJS",NA,NA
"PL0100_BVH_1498300","LIGHT RUNNER LA","KOGA MIYATA","ORANJE","ATB","sport"
"PL0100_BVH_1156390",NA,"ONBEKEND","ZWART","HEREN","heren"
"PL0100_BVH_1467633",NA,"UNION","GRIJS","DAMES","dames"
"PL0100_BVH_1058401","?","EASY RIDER","ROOD","DRIEWIELER","overig"
"PL0100_BVH_2108511","HEAVYDUTYNL D54","GAZELLE","BRUIN","BAK","overig"
"PL0100_BVH_3232010","ORANGE C7 + LTD","GAZELLE","WIT","DAMES","dames"
"PL0100_BVH_1489618",NA,"ONBEKEND","ZWART","DAMES","dames"
"PL0100_BVH_1295166","VIRGO","ONBEKEND","GRIJS","VOUW","overig"
"PL0100_BVH_2716406","MISS GRACE C7HF","GAZELLE","ZWART","ELECTRISCH","electrisch"
"PL0100_BVH_1477976",NA,"BATAVUS","ZWART","OPOE","opoe"
"PL0100_BVH_2924993",NA,"ONBEKEND","WIT","DAMES","dames"
"PL0100_BVH_1504150",NA,"LIMIT","ZWART","VOUW","overig"
"PL0100_BVH_1135720","SWING","GAZELLE","GRIJS","DAMES","dames"
"PL0100_BVH_1275339",NA,"GAZELLE","GROEN","HEREN","heren"
"PL0100_BVH_1322269",NA,"OPOE","ZWART","OPOE","opoe"
"PL0100_BVH_1339388","TOPPER","BATAVUS","BRUIN","HEREN","heren"
"PL0100_BVH_2966996",NA,"HOLLAND","ZWART","DAMES","dames"
"PL0100_BVH_3338904",NA,"SPARTA","ROOD","DAMES","dames"
"PL0100_BVH_3551818","DAMESFIETS","UNION","ROOD","DAMES","dames"
"PL0100_BVH_2832139","MPB","GAZELLE","GRIJS","DAMES","dames"
"PL0100_BVH_2752290","ORANGE","GAZELLE","ZWART","DAMES","dames"
"PL0100_BVH_1395062","E-MOTION C2","SPARTA","ZILVERKLEURIG","ELEKTRISCHE","electrisch"
"PL0100_BVH_1651226",NA,"SPARTA","WIT","DAMES","dames"
"PL0100_BVH_3282253",NA,"BATAVUS","ZWART","DAMES","dames"
"PL0100_BVH_3282253",NA,"BATAVUS","ZWART","DAMES","dames"
"PL0100_BVH_3315986","GAZELLE PUUR_NL","GAZELLE","ZWART","DAMES","dames"
"PL0100_BVH_1756116","PARIS PLUS","GAZELLE","ZWART","DAMES","dames"
"PL0100_BVH_3086557",NA,"OLYMPIA","BLAUW","DAMES","dames"
"PL0100_BVH_1299245","SAPHIR","GAZELLE","MEERKLEURIG","DAMES","dames"
"PL0100_BVH_2145819",NA,"TARGET","ZWART","HEREN","heren"
"PL0100_BVH_2294426","CHAMONIX TR.KAB","GAZELLE","PAARS","DAMES","dames"
"PL0100_BVH_3642361",NA,"Onbekend","ZWART","ATB","sport"
"PL0100_BVH_2188152",NA,"FONGERS","GRIJS","DAMES","dames"
"PL0100_BVH_2321350",NA,"SPARTA","ONBEKEND","DAMES","dames"
"PL0100_BVH_3167851","BOLOGMA","BATAVUS","GROEN",NA,NA
"PL0100_BVH_2746483",NA,"BATAVUS","ROOD","DAMES","dames"
"PL0100_BVH_3173018","STADSFIETS","ONBEKEND","GROEN","DAMES","dames"
"PL0100_BVH_1692450","HERENFIETS","ONBEKEND","BLAUW","HEREN","heren"
"PL0100_BVH_1480614","PICK UP","SPARTA","BRUIN","DAMES","dames"
"PL0100_BVH_1739888","SAPHIR","GAZELLE","BLAUW","DAMES","dames"
"PL0100_BVH_1783225","OPOEFIETS","BATAVUS","ZWART","OPOE","opoe"
"PL0100_BVH_1169793","CRESCENDO","BATAVUS","ONBEKEND","HEREN","heren"
"PL0100_BVH_1246262","FLYING TRANSPO","BATAVUS","WIT","DAMES","dames"
"PL0100_BVH_1517100","STEENBERGEN","ONBEKEND","ZWART","RACE","sport"
"PL0100_BVH_1278105","CRESCENDO DN7 D","BATAVUS","GRIJS","DAMES","dames"
"PL0100_BVH_1275911","SOCIETY N7","MONTEGO","ZILVERKLEURIG","DAMES","dames"
"PL0100_BVH_1293696","BLOOM","GAZELLE","BLAUW","DAMES","dames"
"PL0100_BVH_1339363","OPOEFIETS","ONBEKEND","ZWART","DAMES","dames"
"PL0100_BVH_1355436","PICK UP","SPARTA","PAARS","DAMES","dames"
"PL0100_BVH_2348781",NA,"ONBEKEND","ZWART","OPOE","opoe"
"PL0100_BVH_2171249","U4","CORTINA","ROOD","DAMES","dames"
"PL0100_BVH_2213382","STANDAARD","CLASSIC","ZWART","HEREN","heren"
"PL0100_BVH_2862990",NA,"ALTRA","BLAUW","HEREN","heren"
"PL0100_BVH_2894441","OMA FIETS","GAZELLE","ROOD","DAMES","dames"
"PL0100_BVH_3076725","OPOEFIETS","ONBEKEND","ZWART","OPOE","opoe"
"PL0100_BVH_1235436",NA,"UNION","BLAUW","HEREN","heren"
