,CODE,NAAM,OPP,OPP_HA,INW,geometry,x,y
22,BU00141101,Beijum-Oost,940301,94,6311,"POLYGON ((6.606376409751331 53.25149772643307, 6.606407232697535 53.25141659016924, 6.606312426309962 53.2514132122777, 6.606365988821599 53.25121406997479, 6.606391333937391 53.25094422200203, 6.606577226294338 53.24988643731836, 6.606531889530923 53.24966044160295, 6.606651569901532 53.24949477563068, 6.606729973377543 53.24914081530309, 6.607116163125911 53.24918092473554, 6.607222891399885 53.24914030016269, 6.607278439772986 53.24898517023702, 6.607446351306243 53.24867073824814, 6.60774457023749 53.24824894211201, 6.607754216900026 53.24816616948858, 6.607877304618698 53.24810545526987, 6.60817091042727 53.24796063759225, 6.609131228587903 53.24642318422134, 6.605401908787267 53.24487049984617, 6.60493812888439 53.24489317820257, 6.603796265715773 53.24578251371809, 6.601655427529495 53.2448290508778, 6.601096626473374 53.24520216327825, 6.598089842929773 53.24379593438464, 6.597495680529788 53.24447419584276, 6.59731119004819 53.24476568628244, 6.596448875480577 53.24578785714167, 6.596666066718403 53.24586663599303, 6.596089437529513 53.24656825765238, 6.595432068675406 53.24753344940709, 6.595341420759278 53.24788671650194, 6.595079446979091 53.2481944389504, 6.594694451257358 53.24817485779348, 6.594312411743241 53.24877027068642, 6.593810886895737 53.24945998191932, 6.593505634824298 53.24972095747066, 6.593257412383227 53.25008200625221, 6.593024912499536 53.25078690212388, 6.593019264940891 53.25080402416815, 6.592796800958469 53.25135280714294, 6.592541314404353 53.25225400549276, 6.592312930123392 53.25263408342611, 6.592085799498853 53.2531236914329, 6.591954767907513 53.2535346930593, 6.590826966127872 53.25514961354214, 6.590736589190213 53.25532243688065, 6.590835011835644 53.25531082853372, 6.591035210300307 53.25528720927363, 6.592142060413796 53.2551865933654, 6.593401950885679 53.25506365342091, 6.595276522424078 53.2548806976864, 6.596861424732499 53.25472607172537, 6.598052888080085 53.25460913701859, 6.598252577935209 53.25458953667373, 6.599048391699142 53.2545114222952, 6.599989797429684 53.25442387012583, 6.600874047752672 53.2543416241326, 6.601008691487388 53.25432910193732, 6.602066170279104 53.2542366035856, 6.604411289511862 53.2540132822607, 6.604843681343269 53.25396708429017, 6.604895403754994 53.25395738465681, 6.605035121331889 53.25392295168231, 6.605220190563266 53.25386971732839, 6.605420642430434 53.25381999302952, 6.605618673688708 53.25379230051296, 6.605972389262766 53.25376078975467, 6.606248633096688 53.2537546781992, 6.606311239238295 53.2537483631286, 6.606351290011908 53.2537408482384, 6.606376732607721 53.25372702049637, 6.606399473728382 53.25369340529129, 6.606427230334114 53.25354395008728, 6.606463081908311 53.25339833969267, 6.606489454301236 53.25324179930032, 6.606513568094299 53.25310663339172, 6.606514892561849 53.25302777373049, 6.606510360402145 53.25290919098666, 6.606496910559811 53.2527581592398, 6.606470280623499 53.25261210498081, 6.606451146016104 53.25256327877447, 6.606412633520738 53.25251962779129, 6.606356001857333 53.25248539876034, 6.606325499965092 53.25245374405542, 6.606289342490647 53.25211348364878, 6.606283955964948 53.2520628014146, 6.606307919008207 53.25184852119639, 6.606376409751331 53.25149772643307))",6.600145608223447,53.249956694747574
23,BU00140902,Hoendiep,530386,53,130,"POLYGON ((6.539847972231805 53.21721994348907, 6.539941725762908 53.21680567038904, 6.540067089484932 53.21645399793949, 6.540287826764556 53.21605216351774, 6.540525793469217 53.21569024216821, 6.542646768257767 53.21305884641559, 6.542011403830253 53.2129134663527, 6.534018478299529 53.21108420306106, 6.53345773294985 53.21127647823384, 6.532809375124819 53.2114956478134, 6.532024915982517 53.21296341931571, 6.529408581056395 53.21431680800548, 6.528679239168079 53.21436475289199, 6.524053826917847 53.21466870870984, 6.524010632823605 53.2149392543437, 6.523808291821341 53.21620657000413, 6.523871329081122 53.2162482582959, 6.530231271062944 53.2164933747221, 6.530268914337711 53.21641941794411, 6.536814538147747 53.21775719787869, 6.536488428271858 53.21834991245369, 6.538324550026569 53.21872322668916, 6.538526742400387 53.21836334676362, 6.539539349771987 53.21884644412057, 6.540172043165734 53.21892962898433, 6.540047449793138 53.21866483010888, 6.539897254931518 53.21822594178951, 6.539845582816336 53.21791640897365, 6.539823344054959 53.21758772202413, 6.539847972231805 53.21721994348907))",6.5346070105588865,53.21485789067876
24,BU00140401,Vogelbuurt,371925,37,2156,"POLYGON ((6.584512686733078 53.23347957132772, 6.588075498210347 53.23065807685746, 6.585964775256837 53.2298777315792, 6.585141522408831 53.22961389805635, 6.584315831220283 53.22934113310616, 6.585831590321289 53.2275700810101, 6.584952314257764 53.22730457751858, 6.584414362511477 53.22711862505244, 6.583763999088544 53.22680559138049, 6.582990461349049 53.22620192177174, 6.58268148961883 53.22603032562341, 6.582522257211088 53.22594948549786, 6.581698352951367 53.2257219764383, 6.581298819036355 53.22561856516667, 6.58060110417034 53.22530217545669, 6.57720393717264 53.22797362145035, 6.576143369745243 53.22880752810168, 6.575430515549332 53.22931567732642, 6.580793610212339 53.23173985731949, 6.581259870832586 53.23195798241916, 6.584512686733078 53.23347957132772))",6.5818818729332955,53.22938801625221
25,BU00140400,Gorechtbuurt,384485,38,4866,"POLYGON ((6.583450197168165 53.22279949283296, 6.58347733891841 53.22277441086847, 6.583650364898531 53.22261453402977, 6.583962213291571 53.2221909505587, 6.583914523686504 53.2221163446851, 6.583153057403833 53.22092483574147, 6.583506442050037 53.2205253719291, 6.582337949865504 53.22013487396656, 6.582328703058816 53.22013076042629, 6.580121722981524 53.21914829294252, 6.578505026909906 53.21847935413881, 6.578466378010824 53.21852064730168, 6.578378406321264 53.2186146374595, 6.578195380309597 53.21896325784315, 6.578309841577855 53.21922128962085, 6.578538994524215 53.21965323777675, 6.578779428811715 53.22076579359996, 6.578769654079013 53.22113142152688, 6.578756901893142 53.22137709256325, 6.578688246399092 53.22194454605928, 6.578328099941548 53.22268204043502, 6.577554927233733 53.22354863214166, 6.577112074959174 53.22388848639911, 6.576334690996081 53.22433158276482, 6.575435702737339 53.22472573434471, 6.574020935049518 53.22510727787203, 6.571620672662559 53.22661270048603, 6.570872799490257 53.22719831808175, 6.574185520023255 53.2287373325322, 6.575430515549332 53.22931567732642, 6.576143369745243 53.22880752810168, 6.57720393717264 53.22797362145035, 6.58060110417034 53.22530217545669, 6.581758878619497 53.22443362376343, 6.582172120178901 53.2241070774915, 6.58313030847204 53.22314389518376, 6.583450197168165 53.22279949283296))",6.5781519903435255,53.22431017152786
26,BU00140801,Hoogkerk-Zuid,2497388,250,5488,"POLYGON ((6.509767485571325 53.19901407045417, 6.509702127535848 53.19902002208648, 6.509530218711216 53.19903567626721, 6.50946742362592 53.19904139501682, 6.509387652544053 53.19904747923906, 6.509254570524415 53.19907990689877, 6.509143267204215 53.19910616375905, 6.508987145762561 53.1991429133829, 6.50882594529866 53.19919560717507, 6.508669045987356 53.19927279331141, 6.508507852187257 53.19937137997137, 6.508250390955216 53.19953021209881, 6.50803918603953 53.19965613472145, 6.508025860829201 53.19966629700066, 6.507876029700478 53.19975821656172, 6.507610120888603 53.19990135512212, 6.507435051350269 53.19997806229472, 6.50737466258354 53.20000452494487, 6.507343129246644 53.20001835287526, 6.507253080805 53.20004662909638, 6.507162082128315 53.20007520168447, 6.507146272400749 53.20008016598395, 6.506965160916412 53.20012472175128, 6.506859255916682 53.20014403352447, 6.506844705562825 53.20014504101627, 6.506784869414758 53.20014835832866, 6.506711354436329 53.20014067816205, 6.506610715187451 53.20012464214769, 6.506502922986199 53.20010746862309, 6.506075547827037 53.20002976978831, 6.506000312132244 53.20001572492286, 6.505971348904211 53.20001032466804, 6.505808862515476 53.19998000136652, 6.505166551915113 53.19986103417101, 6.504926509327329 53.19981250721771, 6.504148065238903 53.19965535291834, 6.504048671608105 53.19963531322422, 6.503352596757535 53.19950633189656, 6.503322704623574 53.19949912440513, 6.503125524423384 53.19945514651809, 6.502886778125973 53.19940796038737, 6.502604150735602 53.19935599670755, 6.502502565663697 53.19934203292198, 6.502441786409128 53.19933195818553, 6.502354630315196 53.19931692554007, 6.502311541242114 53.19931328226085, 6.502272143204658 53.19930594720704, 6.502239461150313 53.19929441598612, 6.501972112985527 53.19924412403554, 6.501838095332509 53.19921725115711, 6.501731451606731 53.19919627943959, 6.500630718041628 53.19898532079883, 6.500190889937525 53.19889970986576, 6.499875743723721 53.19884633411653, 6.499606714204289 53.19880434692506, 6.499536672322656 53.19879308056269, 6.499463380823951 53.19878405493571, 6.499404748054029 53.19876893539276, 6.49928108678624 53.19874196364632, 6.498832576700749 53.19866188296943, 6.498353220302159 53.19856820245813, 6.49793719723282 53.19848091598436, 6.497485423747665 53.19838076703318, 6.497452873669688 53.19837313337313, 6.497416259769282 53.19836342552526, 6.497122314373786 53.19828217737145, 6.49679508440692 53.19820077810491, 6.49661859241214 53.19816181927742, 6.496508064443817 53.19814556974456, 6.496472453474167 53.19814052523825, 6.496354441255555 53.19813236959004, 6.496341293495909 53.19813144874885, 6.496121138655473 53.19812357233182, 6.496009458347597 53.19812774099854, 6.495944253070066 53.19813460722829, 6.495748460822233 53.19815766959459, 6.495650231801854 53.19817110434679, 6.495577507771539 53.19817714122215, 6.495365805284449 53.19819836399408, 6.495117849083135 53.19821106970284, 6.495028480384109 53.19821112230648, 6.494941718648854 53.19820954221132, 6.494879271345333 53.19820724327236, 6.494606259074216 53.19819579933744, 6.494554315266537 53.19819693489249, 6.494543594694334 53.19819671035476, 6.494476680888236 53.19819530614345, 6.49431771358964 53.19820716172546, 6.49422714289041 53.19821755014116, 6.49402541538177 53.19827305126267, 6.493852044617896 53.1983355244338, 6.49373076745222 53.19838576265484, 6.493626525831656 53.19843330047738, 6.493504904597742 53.19849702115894, 6.493455950822234 53.19852497087603, 6.493334657285523 53.19859918441007, 6.493243228550161 53.19866735320621, 6.493207964712738 53.19870748787768, 6.493164147284199 53.1987783088974, 6.493087285080157 53.19893626961483, 6.49296236087144 53.19924843867484, 6.492956632469276 53.19925968846627, 6.492939384500387 53.19931674000652, 6.492914775598084 53.19940606645153, 6.492842405032436 53.1996473159185, 6.4928002482118 53.19982062867231, 6.492739131074848 53.20010581637054, 6.492708963174345 53.20033425759991, 6.492703067826242 53.2003887511821, 6.492697759845608 53.20051247909917, 6.492695199954001 53.20057685387039, 6.492725632101135 53.20073637747785, 6.492757081875932 53.20083031837659, 6.492786155774289 53.20089688181592, 6.492826845393378 53.20094596759213, 6.492877333723088 53.2009919705844, 6.492801488305896 53.20109622822943, 6.492786321757837 53.20111706355321, 6.492746967440436 53.20117115557971, 6.492725430949934 53.20120099100877, 6.492702708853056 53.20123245490082, 6.492592550968492 53.20138610300602, 6.492029428130644 53.20126309181598, 6.491760743229311 53.20120440519955, 6.491671441087624 53.20118503517587, 6.490930642201756 53.20155845126153, 6.490920077470125 53.20156377851563, 6.490824001641311 53.2016191376371, 6.490728360669449 53.20167629893162, 6.490726667488437 53.20167739286804, 6.490701491679303 53.20169370102025, 6.490614698142305 53.20173748105717, 6.490237124713893 53.20192428375075, 6.490090001156616 53.201997383387, 6.489886668430715 53.20210175976045, 6.489813468733532 53.20213873739657, 6.489789346256623 53.20215235774226, 6.489764494561105 53.20216555344158, 6.489719796376392 53.20219102714748, 6.48965018697873 53.2022332376724, 6.489600604541192 53.20226438166347, 6.489572941861841 53.20228062256173, 6.489541036073127 53.20229949949487, 6.48948022938592 53.20234241083553, 6.489430708418147 53.20238184857146, 6.48938715171138 53.2024333360715, 6.489360957317472 53.20244083770174, 6.489304558676926 53.20248759952862, 6.48927003296993 53.20251643933738, 6.4892423697266 53.20253795513668, 6.489206491670121 53.20257069843061, 6.489184710443237 53.20259163897256, 6.489168634951285 53.20261037037674, 6.489151863204646 53.20262997086209, 6.489135853841227 53.202651298703, 6.489122739309206 53.20267346263736, 6.489108906316682 53.20269562418343, 6.489096421549779 53.20271959756789, 6.489080720233405 53.20275301816888, 6.489070610598451 53.20278033960616, 6.489045188788275 53.20285577070931, 6.489037248734331 53.20288307221443, 6.489016299593164 53.20294255642569, 6.488989129087223 53.20300633932032, 6.488965886384165 53.20305452181292, 6.488955007198984 53.20307925325624, 6.488946062722562 53.20309533106875, 6.488939924765237 53.20310877706957, 6.48893232861006 53.20312138276142, 6.488924236726021 53.20313156669725, 6.488857021525019 53.20313448449657, 6.488741031784508 53.20314157048833, 6.488686638415054 53.20314490064582, 6.488436667298967 53.20316018091814, 6.48769019489907 53.20320953663435, 6.487545832412743 53.20321855320996, 6.486946191376801 53.20325598943661, 6.486207333038683 53.20330472692024, 6.485998516371974 53.20332110779854, 6.485853008961223 53.20336108171355, 6.485757648442052 53.20344265221353, 6.485710083087104 53.20356161737927, 6.485712243272896 53.20364489181062, 6.485716828074726 53.20382126029369, 6.485722533226404 53.20404585635475, 6.485783692338836 53.20404370813479, 6.48712949589414 53.20399155564007, 6.490300572273019 53.20385115120646, 6.493178464703884 53.20372517862148, 6.493406685461337 53.20371518584061, 6.493184260893307 53.20414552845299, 6.490024682051759 53.20985894405229, 6.489235367147827 53.21128600096803, 6.48918315845275 53.21211546705844, 6.489399617311085 53.21294920461096, 6.496184820870144 53.21243519795686, 6.497974199797454 53.21230588317744, 6.503756887841606 53.21186111412342, 6.510413838004142 53.21132988995581, 6.513355989576963 53.21109259515877, 6.513609288166848 53.211074302394, 6.513813776305103 53.21047594996881, 6.5139329159149 53.21014337894752, 6.514209204555791 53.20950669862476, 6.514534453073665 53.20890986110956, 6.515168543945881 53.20792430831666, 6.515684130258718 53.20727640520104, 6.516419054519933 53.20646456409409, 6.516889426898045 53.20592068477027, 6.517378533058839 53.2053820184765, 6.517659805588821 53.20502577255656, 6.517803356226256 53.20484395587754, 6.518264088933024 53.2041492460629, 6.518669121929142 53.2034245476561, 6.518714020651945 53.20330895487417, 6.518668340142255 53.20319101731472, 6.518564596929017 53.20309282223862, 6.51832506562495 53.20299588942408, 6.516693148689945 53.20253309263056, 6.516571086270182 53.20249736691686, 6.517779594200074 53.20091596025345, 6.516295620062516 53.19904856826957, 6.515856224690214 53.19853961758572, 6.515783847405187 53.19845578158749, 6.515715196949593 53.19830815214836, 6.515400186656256 53.19807297643858, 6.515141612975461 53.19791760743451, 6.515048844352928 53.19786186557435, 6.514981025011634 53.19783263252747, 6.515013210184829 53.19779860424229, 6.515036511089941 53.19777396895162, 6.515002239932506 53.1977566778876, 6.514921489205051 53.19771578432049, 6.514834818926639 53.19767189284276, 6.514854548980295 53.19765696773648, 6.514864169487979 53.19764969014875, 6.513600970030615 53.19704061577524, 6.513385955733724 53.19693693970608, 6.513368072600851 53.19694522318716, 6.513351444643042 53.19695440126879, 6.513336195564695 53.19696440567058, 6.513322438812291 53.19697516196487, 6.51331027673037 53.19698659013016, 6.513299799800147 53.19699860514648, 6.513291085966327 53.19701111762801, 6.513284200057218 53.19702403448779, 6.513279193302386 53.19703725963054, 6.513276102951489 53.19705069466739, 6.513274951997112 53.19706423964775, 6.513275749003665 53.19707779380315, 6.513278488043583 53.1970912562967, 6.513279696214916 53.19711100842851, 6.513278065091979 53.19713074959485, 6.513273606809175 53.19715033288858, 6.513266354539795 53.19716961257711, 6.513256362249261 53.1971884451871, 6.513243704293645 53.19720669057195, 6.513228474866422 53.19722421295486, 6.513210787297601 53.19724088193928, 6.513190773210431 53.19725657347919, 6.513168581541936 53.19727117080244, 6.513144377434637 53.19728456527949, 6.513118341007602 53.19729665723204, 6.513090666016064 53.19730735667478, 6.513061558409529 53.197316583985, 6.513031234799124 53.19732427049528, 6.512999920845584 53.19733035900431, 6.512967849579882 53.1973348042028, 6.512935259668997 53.19733757301068, 6.512902393639734 53.19733864482291, 6.512869496073804 53.19733801166345, 6.512836811787634 53.19733567824404, 6.512804584010385 53.19733166192947, 6.512773052573827 53.19732599260828, 6.512742452127495 53.19731871247019, 6.512713010392376 53.19730987569237, 6.50993055851396 53.19865742397327, 6.509892219054756 53.19868381279742, 6.509857978914932 53.19871216161791, 6.509828114532666 53.19874224156712, 6.509802867020998 53.1987738098009, 6.509782440221039 53.19880661145943, 6.50976699905602 53.19884038172432, 6.509756668199507 53.1988748479568, 6.509751531068487 53.19890973189866, 6.509751629149538 53.19894475191862, 6.509756961663497 53.1989796252862, 6.509767485571325 53.19901407045417))",6.503369019386203,53.20527311243231
27,BU00140805,Leegkerk,3215158,322,78,"POLYGON ((6.498259281538763 53.22220266267187, 6.49825922022693 53.22170984647445, 6.499015473473229 53.22173101172715, 6.499131537803307 53.21870640903285, 6.498766587675378 53.21863233303036, 6.49846042556341 53.21853055600943, 6.498164218220558 53.2183844354791, 6.497893272834767 53.21819794671769, 6.496419216295913 53.21823136152886, 6.493907773066844 53.21838035996669, 6.493760850009931 53.21848955047228, 6.488220913067115 53.21876966289916, 6.485823446241992 53.2221529258398, 6.481148392583166 53.2288944641698, 6.477194289453993 53.23421434430445, 6.476767730430928 53.23511683921259, 6.476656339725339 53.23648465356787, 6.476654898323741 53.2365023526111, 6.476691940812152 53.23658317901821, 6.477164707255735 53.23757752436591, 6.477189885311111 53.23762914615273, 6.477527617068124 53.23832164721168, 6.47757988685902 53.23843773249203, 6.477815998569219 53.23897832731654, 6.477966976484358 53.23932143263895, 6.478023029342902 53.23943953218009, 6.478052732930082 53.23952554777878, 6.478104542491727 53.23964346118507, 6.478130163209788 53.23973505835588, 6.478173303094788 53.23989697508893, 6.478199772499734 53.24000674361592, 6.478242402611549 53.24019649521848, 6.478282672559116 53.24037344493836, 6.478333618115814 53.24058874056714, 6.478367835698561 53.24075081018972, 6.478408206386564 53.24089138278227, 6.478459919410547 53.24100714917417, 6.478508005999596 53.2410920180073, 6.478518166348281 53.24110996992483, 6.478585634681307 53.24121906004681, 6.478660017825487 53.24132375590549, 6.478760351947213 53.2414494231634, 6.478868887707333 53.24159848770086, 6.478963919397835 53.24172530831068, 6.479034854570603 53.2418322009654, 6.479106863892374 53.24196260967558, 6.479187152988681 53.24210409489101, 6.479192279942935 53.24211313329764, 6.479246726401754 53.24221066842174, 6.479297990332411 53.24231681429381, 6.479368162850982 53.24248471199412, 6.479414138611059 53.24259201122781, 6.479465559828901 53.24273988749066, 6.479512370361096 53.24286536714821, 6.479558899358306 53.24298444218766, 6.479626541688285 53.24313632237742, 6.479670538969638 53.24323938004666, 6.479718355326969 53.24334772276697, 6.479761999002366 53.24344329811549, 6.479811342826971 53.24354627111937, 6.479860488618838 53.24364495948841, 6.479913594835589 53.24375214866951, 6.479984125302786 53.24388900438559, 6.480049310485762 53.24402595365139, 6.480102615714567 53.24413741835803, 6.480140831003666 53.24423094020717, 6.480194971300134 53.24436058532126, 6.480231984409671 53.24446696833951, 6.480270539440182 53.24456797254623, 6.480307865032628 53.24468076883242, 6.480380167694402 53.24489463779501, 6.480404948057012 53.24500657777743, 6.480424340416848 53.24511753340778, 6.480456733081691 53.24535560611691, 6.480474089833442 53.24549976626889, 6.480474603343032 53.24550550694016, 6.486010351080885 53.24465492788156, 6.488639185881245 53.24416669827932, 6.494004007010174 53.24267254961929, 6.493828958116847 53.24229521486779, 6.49383684743144 53.24212952598546, 6.493957974725276 53.24195758135228, 6.494598418702594 53.24097199674051, 6.494942511490184 53.23989757370376, 6.494995618330402 53.23943923543188, 6.495240072473917 53.23748265342898, 6.49548091860189 53.23693352750547, 6.496241623061326 53.2364534654423, 6.498285916418224 53.23597913587606, 6.498972923592854 53.23573931154268, 6.499411967982327 53.2354035614273, 6.499696904492386 53.2349405553765, 6.499924121944955 53.23182310378812, 6.499953274268275 53.23142307923557, 6.500136659823886 53.22905012706011, 6.500136049775651 53.22875546193671, 6.498858569444557 53.22894921823072, 6.498913481576159 53.22674964281292, 6.498961361731692 53.224831585515, 6.497485225986421 53.22485363163478, 6.496262872977648 53.22487187374742, 6.496238073862005 53.2241167310392, 6.497365020808764 53.22410699755667, 6.498924806141495 53.22409350816895, 6.498976155322222 53.22275554400215, 6.497704950264147 53.22282328527499, 6.497210581007766 53.22281182293393, 6.497125305876287 53.22225264272626, 6.498259281538763 53.22220266267187))",6.489045584303388,53.23207670253443
28,BU00140800,Hoogkerk Dorp,1385596,139,1860,"POLYGON ((6.49825922022693 53.22170984647445, 6.498259281538763 53.22220266267187, 6.497125305876287 53.22225264272626, 6.497210581007766 53.22281182293393, 6.497704950264147 53.22282328527499, 6.498976155322222 53.22275554400215, 6.498924806141495 53.22409350816895, 6.497365020808764 53.22410699755667, 6.496238073862005 53.2241167310392, 6.496262872977648 53.22487187374742, 6.497485225986421 53.22485363163478, 6.498961361731692 53.224831585515, 6.498913481576159 53.22674964281292, 6.498858569444557 53.22894921823072, 6.500136049775651 53.22875546193671, 6.500136659823886 53.22905012706011, 6.500777621889292 53.2289998038984, 6.501237913533401 53.22694821407431, 6.5026955633682 53.22683936529459, 6.502637561918622 53.22643391246677, 6.50145877971706 53.22643584112802, 6.501362299950692 53.22591681798821, 6.501369612711293 53.22561019693278, 6.500867458227029 53.22560085393037, 6.500903046043701 53.22465999651797, 6.502453535499625 53.22467425531369, 6.502295634168356 53.22316428639476, 6.502513691362413 53.22291064384573, 6.504262141008655 53.22277755850318, 6.503896363153325 53.22137011544174, 6.503230200816074 53.21854293334031, 6.508722343699749 53.2171106638211, 6.509793156618122 53.21686264759663, 6.510202696887372 53.21679636047204, 6.511682063103347 53.21658132849958, 6.512916283048619 53.21634408555226, 6.513886612688969 53.21615755711447, 6.517175351146399 53.21546993604388, 6.51929968534855 53.21523281293406, 6.519236252679026 53.21496555622976, 6.518784667186902 53.21499323101778, 6.512953925838402 53.21481168886802, 6.512969889927924 53.21457297195111, 6.513053250848859 53.21405542341657, 6.513284403203184 53.21334083351105, 6.513371907735351 53.21282636856135, 6.513429004159923 53.2121026704701, 6.513609288166848 53.211074302394, 6.513355989576963 53.21109259515877, 6.510413838004142 53.21132988995581, 6.503756887841606 53.21186111412342, 6.497974199797454 53.21230588317744, 6.496184820870144 53.21243519795686, 6.489399617311085 53.21294920461096, 6.490055467642885 53.21391819112429, 6.489913180278919 53.21438498908297, 6.489689195538448 53.21540241754673, 6.48905446093578 53.2176971368795, 6.488220913067115 53.21876966289916, 6.493760850009931 53.21848955047228, 6.493907773066844 53.21838035996669, 6.496419216295913 53.21823136152886, 6.497893272834767 53.21819794671769, 6.498164218220558 53.2183844354791, 6.49846042556341 53.21853055600943, 6.498766587675378 53.21863233303036, 6.499131537803307 53.21870640903285, 6.499015473473229 53.22173101172715, 6.49825922022693 53.22170984647445))",6.501484157094143,53.21675313009559
29,BU00140201,Noorderplantsoenbuurt,249949,25,3818,"POLYGON ((6.552725041667173 53.2224467506521, 6.552665147594775 53.22245784671222, 6.552379730373119 53.22244563765579, 6.552137998835439 53.22242696173911, 6.551772696539284 53.22238854126537, 6.551234452874348 53.22230832063856, 6.550498138105962 53.22218843493885, 6.55039306908637 53.22236253070184, 6.550127817701287 53.22280498356979, 6.549803117576197 53.22330875976327, 6.549280985281052 53.22415520913968, 6.549000434305628 53.22459753781398, 6.548847133349491 53.22501105496441, 6.550667880981083 53.22615794756484, 6.555255287603988 53.22905821013332, 6.55619974247221 53.22984205903054, 6.556799803466646 53.2296585523566, 6.55744467878514 53.22954847369844, 6.55898100483086 53.22907185410984, 6.559387511756318 53.22887557640391, 6.559668605272125 53.2286382867639, 6.560025787283152 53.22800431414966, 6.560228145118044 53.22768364429741, 6.559810273155876 53.22758802473057, 6.559169354526993 53.22767152302863, 6.558811370459412 53.22757203489665, 6.558198101798063 53.22726011937146, 6.557236208676934 53.22655598506923, 6.556848754833232 53.2263989963568, 6.554685736424784 53.22620807094579, 6.554054920596341 53.22604418454762, 6.553808941204082 53.22572441553834, 6.554069307702974 53.22509068272134, 6.554470352793274 53.22411059447027, 6.554224680636212 53.22396273204456, 6.553555522548515 53.2235752760097, 6.55304988467239 53.22312992824295, 6.552725041667173 53.2224467506521))",6.553936734174966,53.2261749010553
30,BU00141005,Tuinwijk,155261,16,1556,"POLYGON ((6.549091917359793 53.22868543752832, 6.548812636734567 53.22902018631594, 6.548676574819552 53.22925110390236, 6.549602582396381 53.23158038170921, 6.550028194029029 53.23167420969146, 6.552416148015179 53.23073345477161, 6.552445344730548 53.2308220459977, 6.553868132965634 53.23109542662726, 6.554036151258126 53.23076758919325, 6.554352822368487 53.23046535490271, 6.554666630598721 53.23030674897551, 6.55619974247221 53.22984205903054, 6.555255287603988 53.22905821013332, 6.550667880981083 53.22615794756484, 6.550501558861676 53.2262931870693, 6.550456850384458 53.22639921677419, 6.55042329542576 53.22647879467232, 6.550637721600626 53.22653395917926, 6.551180155350584 53.22687485310265, 6.550297890641272 53.2276169621807, 6.549091917359793 53.22868543752832))",6.551882004878289,53.22930383823501
31,BU00141001,Paddepoel-Zuid,558931,56,4634,"POLYGON ((6.550667880981083 53.22615794756484, 6.548847127644361 53.22501105822622, 6.547536279760741 53.22418530221071, 6.547495364403671 53.22416012525062, 6.542293773666461 53.22095900983776, 6.540357717697662 53.22217425249398, 6.538286557953556 53.22386424903328, 6.536833051068411 53.22537296900416, 6.535427712182945 53.22730626204775, 6.536287650360249 53.22751738716065, 6.542976089619851 53.22877585560848, 6.546078615322145 53.22973793697341, 6.547038029253646 53.22882509309428, 6.547783743599648 53.22905894387894, 6.548067503978792 53.2291479273436, 6.548676574819552 53.22925110390236, 6.548812636734567 53.22902018631594, 6.549091917359793 53.22868543752832, 6.550297890641272 53.2276169621807, 6.551180155350584 53.22687485310265, 6.550637721600626 53.22653395917926, 6.55042329542576 53.22647879467232, 6.550456850384458 53.22639921677419, 6.550501558861676 53.2262931870693, 6.550667880981083 53.22615794756484))",6.54336106069335,53.22581818688498
32,BU00140703,Van Swieten,372723,37,3,"POLYGON ((6.55402707422415 53.19162396972618, 6.553273240150324 53.19026405815136, 6.550375684363397 53.18930342962553, 6.549948376813255 53.18915916102237, 6.549139807105956 53.1888224962829, 6.544323439614129 53.18728970218098, 6.544573515253001 53.18761562104653, 6.544847392004701 53.18791683639122, 6.54502035276246 53.18804927304909, 6.544940181369354 53.18808941531834, 6.544863233837886 53.1881350674799, 6.544817195751276 53.18818314931141, 6.544802756434382 53.18824787525801, 6.544814024263703 53.18832113209602, 6.545115778153596 53.18930616732958, 6.545137609367894 53.18940170724003, 6.545122618921742 53.1894598895357, 6.54501562680224 53.18959001089431, 6.544830021683664 53.1897957244221, 6.544812092555661 53.18983897399093, 6.544817130622851 53.18987067523413, 6.544863740789044 53.18991939706439, 6.544839681540806 53.18994811735649, 6.544084306817252 53.1908065118748, 6.543756585202853 53.19117982418881, 6.54361646210742 53.19141049688609, 6.543998126021941 53.1915189556515, 6.546007343369339 53.19225333735538, 6.547843241321689 53.19465368400383, 6.548179307239614 53.19488956036187, 6.549499149411327 53.19535592972588, 6.5500440491325 53.19511326129225, 6.550339805672605 53.19501718314469, 6.550653252998658 53.19490144424103, 6.555219205045516 53.19400506178837, 6.55402707422415 53.19162396972618))",6.549347841294813,53.19165161283498
