,horecatype,naam,objecttype,geometry,x,y
0,fast_food,Burger King,node,POINT (6.5635088 53.2108691),6.5635088,53.2108691
1,cafe,Mr. Mofongo,node,POINT (6.5640251 53.2193577),6.5640251,53.2193577
2,fast_food,Kentucky Fried Chicken,node,POINT (6.5849807 53.21665639999999),6.5849807,53.21665639999999
3,restaurant,Wok Euroborg,node,POINT (6.5923471 53.20698629999998),6.5923471,53.20698629999998
4,fast_food,Cafetaria Gruno,node,POINT (6.544655800000001 53.2156333),6.544655800000001,53.2156333
5,fast_food,Makahan Indonesia,node,POINT (6.5449286 53.2156991),6.5449286,53.2156991
6,restaurant,Papipa,node,POINT (6.5089011 53.20661189999999),6.5089011,53.20661189999999
7,restaurant,Ou Hai,node,POINT (6.555328899999999 53.21220450000001),6.555328899999999,53.212204500000006
8,restaurant,La Trattoria,node,POINT (6.5557607 53.2122527),6.5557607,53.2122527
9,cafe,Westerhof,node,POINT (6.5977883 53.2260089),6.5977883,53.2260089
10,restaurant,Zondag Noorderplantsoen,node,POINT (6.5556094 53.22453419999999),6.5556094,53.224534199999994
11,restaurant,De zevende hemel,node,POINT (6.5629641 53.22334570000001),6.5629641,53.22334570000001
12,pub,De drie uiltjes,node,POINT (6.5664794 53.2205586),6.5664794,53.2205586
13,fast_food,Quick'n tasty,node,POINT (6.5677643 53.20784889999999),6.5677643,53.207848899999995
14,restaurant,Restaurant de Ringweg,node,POINT (6.595508000000001 53.21186469999999),6.595508000000001,53.21186469999999
15,fast_food,De Broodzaak,node,POINT (6.5647602 53.2107517),6.5647602,53.2107517
16,fast_food,Julia's,node,POINT (6.565092599999999 53.21092449999999),6.565092599999999,53.21092449999999
17,fast_food,Eetcounter Selwerd,node,POINT (6.5503414 53.23551710000001),6.5503414,53.23551710000001
18,restaurant,Grand Café,node,POINT (6.576706299999999 53.220942),6.576706299999999,53.220942
19,restaurant,De Kornuiten,node,POINT (6.5557796 53.2121179),6.5557796,53.212117899999996
20,fast_food,Ons Moeke,node,POINT (6.5559434 53.211907),6.5559434,53.211907
21,fast_food,Welkom,node,POINT (6.502517 53.21302469999998),6.502517,53.213024699999984
22,pub,Harry's cafe,node,POINT (6.6483466 53.2075747),6.6483466,53.2075747
23,cafe,Retro Coffeeshop,node,POINT (6.5643434 53.22388999999999),6.5643434,53.22388999999999
24,fast_food,Hoek,node,POINT (6.568830700000001 53.21827040000001),6.568830700000001,53.21827040000001
25,bar,'t Pakhuis,node,POINT (6.5711642 53.21793419999999),6.5711642,53.217934199999995
26,fast_food,Hasret,node,POINT (6.557734100000001 53.21657989999999),6.557734100000001,53.216579899999985
27,cafe,Café De Beurs,node,POINT (6.5638943 53.21662589999999),6.5638943,53.21662589999999
28,nightclub,Club Kiwi,node,POINT (6.5708303 53.21766540000001),6.5708303,53.21766540000001
29,fast_food,Cafetaria The Corner,node,POINT (6.5764755 53.22882010000001),6.5764755,53.22882010000001
30,fast_food,De Viersprong,node,POINT (6.548009000000001 53.220948),6.548009000000001,53.220948
31,fast_food,De Sportvriend,node,POINT (6.5001854 53.21607289999999),6.5001854,53.21607289999999
32,restaurant,Smulhuis Zuiderweg,node,POINT (6.5010408 53.21556089999999),6.5010408,53.21556089999999
33,restaurant,Chinees Indisch Restaurant Kota Radja,node,POINT (6.5027568 53.21492419999999),6.5027568,53.21492419999999
34,restaurant,Eetcafe de Stadstuin,node,POINT (6.572410200000001 53.2091441),6.572410200000001,53.209144099999996
35,cafe,Starbucks,node,POINT (6.5647184 53.2109188),6.5647184,53.2109188
36,bar,De Negende Cirkel,node,POINT (6.570650400000001 53.21820719999999),6.570650400000001,53.218207199999995
37,bar,Huize Maas,node,POINT (6.564589600000001 53.21682199999999),6.564589600000001,53.21682199999999
38,bar,Shooters,node,POINT (6.570702300000001 53.21811),6.570702300000001,53.21811
39,bar,Sunny Beach,node,POINT (6.571069999999999 53.2172526),6.571069999999999,53.2172526
40,fast_food,Max,node,POINT (6.5707443 53.21805789999999),6.5707443,53.21805789999999
41,cafe,Brasserie,node,POINT (6.570633100000001 53.2184401),6.570633100000001,53.2184401
42,pub,24/7,node,POINT (6.5636775 53.21659459999999),6.5636775,53.21659459999999
43,pub,De Drie Gezusters,node,POINT (6.568237000000001 53.21817550000001),6.568237000000001,53.21817550000001
44,cafe,Stadtlander,node,POINT (6.571131300000001 53.21829019999999),6.571131300000001,53.21829019999999
45,pub,Streetlife,node,POINT (6.5714364 53.2177081),6.5714364,53.2177081
46,restaurant,Eetcafé De Eerste Kamer,node,POINT (6.5706027 53.218014),6.5706027,53.218014
47,bar,Warhol,node,POINT (6.5702904 53.2174683),6.5702904,53.2174683
48,bar,Het Feest,node,POINT (6.570547700000001 53.21808759999999),6.5705477000000005,53.21808759999999
49,restaurant,Kaap Noord,node,POINT (6.5570858 53.21986849999999),6.5570858,53.21986849999999
50,pub,The Dogs Bollocks,node,POINT (6.5646362 53.2193748),6.5646362,53.2193748
51,restaurant,Italia,node,POINT (6.5676691 53.21566289999999),6.5676691,53.21566289999999
52,fast_food,De Kaptein,node,POINT (6.5707357 53.22752970000001),6.5707357,53.227529700000005
53,restaurant,Napoli,node,POINT (6.5585019 53.2166875),6.5585019,53.2166875
54,restaurant,De Kleine Moghul,node,POINT (6.5591654 53.22405239999999),6.5591654,53.22405239999999
55,restaurant,Louis XV,node,POINT (6.5617386 53.2197875),6.5617386,53.219787499999995
56,restaurant,Bellamis Bar à Manger,node,POINT (6.5621673 53.2182507),6.5621673,53.2182507
57,bar,Karakter,node,POINT (6.567442999999999 53.2156139),6.567442999999999,53.2156139
58,pub,Zwijnstein,node,POINT (6.5673867 53.2157768),6.5673867,53.2157768
59,pub,Noorderbar,node,POINT (6.5741794 53.23014249999999),6.5741794,53.23014249999999
60,fast_food,Visspecialist Pasél,node,POINT (6.5445597 53.23076689999999),6.5445597,53.23076689999999
61,fast_food,het Vinkennest,node,POINT (6.5291627 53.22560529999999),6.5291627,53.22560529999999
62,pub,Vinkenbar,node,POINT (6.5294007 53.2256563),6.5294007,53.2256563
63,restaurant,Fiorin,node,POINT (6.5671967 53.21800509999999),6.5671967,53.21800509999999
64,pub,Der Witz,node,POINT (6.567141800000001 53.21798549999999),6.567141800000001,53.21798549999999
65,restaurant,Fujiyama,node,POINT (6.5672067 53.2192304),6.5672067,53.2192304
66,nightclub,Kokomo,node,POINT (6.567850299999999 53.2180023),6.567850299999999,53.2180023
67,pub,De Kosterij,node,POINT (6.568343300000001 53.21927170000001),6.568343300000001,53.21927170000001
68,restaurant,Fortuna,node,POINT (6.5584556 53.22374159999999),6.5584556,53.22374159999999
69,cafe,Coffee United,node,POINT (6.5666874 53.2177448),6.5666874,53.2177448
70,restaurant,De Gans,node,POINT (6.5740649 53.2302303),6.5740649,53.2302303
71,pub,café Smits,node,POINT (6.623562899999999 53.2375973),6.623562899999999,53.2375973
72,fast_food,Subway,node,POINT (6.5836323 53.21679539999999),6.5836323,53.21679539999999
73,restaurant,Ni Hao Wok,node,POINT (6.5715831 53.2167481),6.5715831,53.2167481
74,restaurant,Schimmelpenninck,node,POINT (6.5696573 53.21669350000001),6.5696573,53.216693500000005
75,restaurant,Four Roses,node,POINT (6.5707892 53.21608319999999),6.5707892,53.21608319999999
76,bar,Branderij,node,POINT (6.5723595 53.21838889999999),6.5723595,53.218388899999994
77,fast_food,Max,node,POINT (6.569538000000001 53.21826000000001),6.5695380000000005,53.21826000000001
78,pub,De Kachel,node,POINT (6.5722975 53.2198831),6.5722975,53.2198831
79,fast_food,De Korre,node,POINT (6.5693225 53.2306999),6.5693225,53.230699900000005
80,restaurant,Stadsbar Mauritshuis,node,POINT (6.559034100000001 53.2166808),6.559034100000001,53.2166808
81,fast_food,HEMA Food,node,POINT (6.544205499999999 53.23069639999999),6.5442054999999995,53.23069639999999
82,restaurant,Bij Ons,node,POINT (6.5428429 53.23054230000001),6.5428429,53.23054230000001
83,fast_food,Kebab Centre,node,POINT (6.5426659 53.2299932),6.5426659,53.2299932
84,restaurant,Burger Palace,node,POINT (6.542628299999999 53.23006059999999),6.542628299999999,53.230060599999995
85,fast_food,Eetcounter de Kroon,node,POINT (6.5426927 53.2299225),6.5426927,53.2299225
86,pub,De Galerij,node,POINT (6.542478100000001 53.2303368),6.542478100000001,53.230336799999996
87,cafe,van Esch,node,POINT (6.5434544 53.23048129999999),6.5434544,53.23048129999999
88,restaurant,Cafetaria Doornbos,node,POINT (6.559018200000001 53.203343),6.559018200000001,53.203343
89,restaurant,Il Lago,node,POINT (6.5549711 53.18766),6.5549711,53.18766
90,fast_food,Cafetaria de Steiger,node,POINT (6.554987 53.1875602),6.554987,53.1875602
91,pub,Cafe Biljart Hoornsemeer,node,POINT (6.555082 53.18754859999999),6.555082,53.18754859999999
92,restaurant,Brasserie Zernike,node,POINT (6.533772 53.24359169999999),6.533772,53.24359169999999
93,restaurant,Bamboe Garden,node,POINT (6.5283043 53.2249303),6.5283043,53.2249303
94,fast_food,de Zeeheld,node,POINT (6.555393 53.21256249999999),6.555393,53.21256249999999
95,fast_food,vishandel M. Pronk,node,POINT (6.5559655 53.21844939999999),6.5559655,53.21844939999999
96,fast_food,Smulcorner,node,POINT (6.6159831 53.2357),6.6159831,53.2357
97,restaurant,Weeva,node,POINT (6.5707376 53.21560010000001),6.5707376,53.21560010000001
98,restaurant,Ni Hao,node,POINT (6.5438693 53.2008891),6.5438693,53.2008891
99,fast_food,Friet en zo,node,POINT (6.5141028 53.1999574),6.5141028,53.1999574
100,pub,MOOI,node,POINT (6.5599203 53.22773339999999),6.5599203,53.22773339999999
101,bar,Cafe het Kasteel,node,POINT (6.5709454 53.21750239999999),6.5709454,53.217502399999994
102,cafe,Het Concerthuis,node,POINT (6.5705218 53.21842780000001),6.5705218,53.21842780000001
103,restaurant,Costa Smeralda,node,POINT (6.5694178 53.2184224),6.5694178,53.2184224
104,fast_food,Cafetaria Friet van Piet,node,POINT (6.5794116 53.21083769999999),6.5794116,53.21083769999999
105,restaurant,Eetcafe Michel,node,POINT (6.5785316 53.21367369999999),6.5785316,53.213673699999994
106,fast_food,McDonald's,node,POINT (6.5680265 53.2164383),6.5680265,53.2164383
107,pub,Mulder,node,POINT (6.562079400000001 53.21811850000001),6.562079400000001,53.21811850000001
108,pub,de Keyzer,node,POINT (6.561808 53.21818439999999),6.561808,53.21818439999999
109,pub,de Pintelier,node,POINT (6.561727499999999 53.2185239),6.561727499999999,53.2185239
110,pub,de Wolthoorn,node,POINT (6.561717000000001 53.21817469999999),6.561717000000001,53.21817469999999
111,fast_food,McDonald's,node,POINT (6.5573893 53.2160726),6.5573893,53.216072600000004
112,restaurant,'t Feithhuis,node,POINT (6.5692807 53.2191895),6.5692807,53.2191895
113,bar,Ome Ko,node,POINT (6.5708474 53.21823269999999),6.5708474,53.218232699999994
114,fast_food,,node,POINT (6.5709532 53.2177993),6.5709532,53.217799299999996
115,fast_food,De Vlaming,node,POINT (6.5693187 53.2184164),6.5693187,53.2184164
116,fast_food,Dönerix,node,POINT (6.5689166 53.21825130000001),6.5689166,53.218251300000006
117,restaurant,Eetcafe 't Koetshuys,node,POINT (6.5557007 53.21636680000001),6.5557007,53.21636680000001
118,restaurant,Bacchus Bistro,node,POINT (6.5769629 53.2148318),6.5769629,53.2148318
119,restaurant,Restaurant Taj Mahal,node,POINT (6.577149400000001 53.2148108),6.577149400000001,53.2148108
120,pub,Proeflokaal aan de Amstel,node,POINT (6.576477 53.2148767),6.576477,53.214876700000005
121,bar,Pand 48,node,POINT (6.573061399999999 53.21871149999999),6.573061399999999,53.21871149999999
122,restaurant,De Smederij,node,POINT (6.5730029 53.21890259999999),6.5730029,53.21890259999999
123,restaurant,Eetcafé Het Zwarte Schaap,node,POINT (6.573173 53.2185844),6.573173,53.2185844
124,restaurant,Eetcafé Schuitendiep,node,POINT (6.573631899999999 53.2179787),6.573631899999999,53.217978699999996
125,bar,Kult,node,POINT (6.5728177 53.21664779999999),6.5728177,53.21664779999999
126,restaurant,Boccaccio,node,POINT (6.572925100000001 53.21667969999999),6.572925100000001,53.21667969999999
127,restaurant,Hemingway,node,POINT (6.572551600000001 53.2169889),6.572551600000001,53.2169889
128,pub,O'ceallaigh,node,POINT (6.5720844 53.2166312),6.5720844,53.2166312
129,fast_food,Eetcounter Lohman,node,POINT (6.5892683 53.19700450000001),6.5892683,53.197004500000006
130,pub,Café De Minnaar van de Rozenstraat,node,POINT (6.5593928 53.22283109999999),6.5593928,53.22283109999999
131,pub,De Toeter,node,POINT (6.5655066 53.2224462),6.5655066,53.2224462
132,restaurant,Kohinoor van India,node,POINT (6.574288499999999 53.22117680000001),6.574288499999999,53.22117680000001
133,cafe,Coffee Company,node,POINT (6.566600999999999 53.2203351),6.5666009999999995,53.2203351
134,fast_food,Smullers,node,POINT (6.5669285 53.21115019999999),6.5669285,53.21115019999999
135,restaurant,Spices,node,POINT (6.5570904 53.21723909999999),6.5570904,53.21723909999999
136,restaurant,Eetcafé de Buurvrouw,node,POINT (6.5718374 53.2224112),6.5718374,53.2224112
137,restaurant,Restaurant Corfu,node,POINT (6.5786202 53.1996541),6.5786202,53.1996541
138,restaurant,Pizzeria Contini,node,POINT (6.5791861 53.19974249999999),6.5791861,53.19974249999999
139,restaurant,Domino's,node,POINT (6.559244799999999 53.2031082),6.559244799999999,53.2031082
140,restaurant,Tebrugge Lunch & Catering,node,POINT (6.5564917 53.21619179999999),6.5564917,53.21619179999999
141,restaurant,De Grote Frederik,node,POINT (6.5811314 53.21079830000001),6.5811314,53.21079830000001
142,restaurant,Cafetaria Kerklaan,node,POINT (6.5533983 53.22392800000001),6.5533983000000005,53.22392800000001
143,pub,Cafe Tante Truus,node,POINT (6.5555003 53.2163255),6.5555003,53.2163255
144,pub,Cafe de Walrus,node,POINT (6.566460900000001 53.21649019999999),6.566460900000001,53.21649019999999
145,pub,Cafe de Koffer,node,POINT (6.555382399999999 53.216301),6.555382399999999,53.216301
146,cafe,Coffee Break,node,POINT (6.5693042 53.21512599999999),6.5693042,53.21512599999999
147,restaurant,WAAR,node,POINT (6.590287500000001 53.20390079999999),6.5902875000000005,53.20390079999999
148,restaurant,Restaurant Voila,node,POINT (6.5700841 53.2232421),6.5700841,53.2232421
149,restaurant,Eetcafé de Padang,node,POINT (6.563399200000001 53.22846089999999),6.563399200000001,53.228460899999995
150,fast_food,Cafetaria Oosterpark,node,POINT (6.5801537 53.22492499999998),6.5801537,53.224924999999985
151,pub,Gorechtbar,node,POINT (6.5818294 53.22288),6.5818294,53.22288
152,fast_food,Subway,node,POINT (6.5427925 53.22969879999999),6.5427925,53.229698799999994
153,cafe,Café Bolhuis,node,POINT (6.556184299999999 53.2128184),6.556184299999999,53.2128184
154,restaurant,Eetcafé De Groene Weyde,node,POINT (6.560654999999999 53.2274602),6.560654999999999,53.2274602
155,restaurant,Beer&,node,POINT (6.5616777 53.22714669999999),6.5616777,53.22714669999999
156,cafe,Brasserie het Paleis,node,POINT (6.562236099999999 53.22590649999999),6.562236099999999,53.22590649999999
157,restaurant,De tulp,node,POINT (6.5539533 53.2332033),6.5539533,53.2332033
158,pub,De Eik,node,POINT (6.553817 53.23319250000001),6.553817,53.23319250000001
159,cafe,Harbour Café,node,POINT (6.575147 53.2165393),6.575147,53.2165393
160,fast_food,Cafetaria Plaza,node,POINT (6.5535884 53.2331608),6.5535884,53.2331608
161,restaurant,Bistro 't Gerecht,node,POINT (6.563917 53.22008589999999),6.563917,53.220085899999994
162,restaurant,Satehuis,node,POINT (6.568812 53.21418400000001),6.568812,53.21418400000001
163,fast_food,Cafetaria A-Weg,node,POINT (6.5540242 53.21556519999999),6.5540242,53.21556519999999
164,restaurant,La Regina,node,POINT (6.5584727 53.20658360000001),6.5584727,53.20658360000001
165,restaurant,New Sin Guang,node,POINT (6.5973253 53.22625349999999),6.5973253,53.22625349999999
166,bar,EMG FAKTORS - Bitcoin Café Groningen,node,POINT (6.5893905 53.22027679999999),6.5893905,53.22027679999999
167,cafe,Kroeg van Klaas,node,POINT (6.575164 53.21214319999999),6.575164,53.21214319999999
168,cafe,Singelier,node,POINT (6.5829983 53.199559),6.5829983,53.199559
169,restaurant,De Ideale Buurman,node,POINT (6.5233751 53.23566329999999),6.5233751,53.23566329999999
170,cafe,Waterloobar,node,POINT (6.5778125 53.2070117),6.5778125,53.207011699999995
171,restaurant,Taste and Flavor,node,POINT (6.523904900000001 53.23557619999999),6.523904900000001,53.23557619999999
172,restaurant,Tian Tian Le,node,POINT (6.495378799999999 53.24218990000001),6.495378799999999,53.24218990000001
173,restaurant,Wereldrestaurant Wereld Geluk,node,POINT (6.540274 53.21390839999999),6.540274,53.213908399999994
174,cafe,Kiosk Stadspark,node,POINT (6.5467602 53.2061083),6.5467602,53.2061083
175,restaurant,Eetcounter De Weyert,node,POINT (6.5675824 53.198427),6.5675824,53.198427
176,restaurant,Happy Garden,node,POINT (6.579737200000001 53.1981822),6.579737200000001,53.1981822
177,fast_food,Restaria Zuid,node,POINT (6.5797986 53.19811259999999),6.5797986,53.19811259999999
178,fast_food,New York pizza,node,POINT (6.5800068 53.1978198),6.5800068,53.1978198
179,fast_food,Subway,node,POINT (6.580062900000001 53.19764799999999),6.580062900000001,53.197647999999994
180,restaurant,De Coendersborg,node,POINT (6.5887112 53.1952532),6.5887112,53.195253199999996
181,restaurant,Alice Restaurant,node,POINT (6.579811699999999 53.19878849999999),6.579811699999999,53.19878849999999
182,restaurant,Minos Palace,node,POINT (6.580019400000001 53.198421),6.580019400000001,53.198421
183,restaurant,Hong Kong Garden,node,POINT (6.6003277 53.2490524),6.6003277,53.2490524
184,fast_food,Pizzeria Mario,node,POINT (6.6004732 53.2490629),6.6004732,53.2490629
185,fast_food,De Wortel van Vier,node,POINT (6.5876239 53.24701919999998),6.5876239,53.24701919999998
186,pub,Cafe Biljart Beijum,node,POINT (6.6010277 53.2484957),6.6010277,53.2484957
187,fast_food,Sun Wing,node,POINT (6.601818600000001 53.24904239999999),6.6018186000000005,53.24904239999999
188,fast_food,Döner Express,node,POINT (6.601803 53.2491361),6.601803,53.2491361
189,fast_food,Cafetaria Luigi,node,POINT (6.600577200000001 53.24907079999999),6.600577200000001,53.24907079999999
190,fast_food,Sanaa,node,POINT (6.5394293 53.2338567),6.5394293,53.2338567
191,ice_cream,IJssalon Bij de Sluis,node,POINT (6.5582634 53.21285780000001),6.5582634,53.21285780000001
192,restaurant,Eetcafé Van de Markt,node,POINT (6.5555026 53.21313779999999),6.5555026,53.21313779999999
193,fast_food,Cafetaria de Wachtkamer,node,POINT (6.562313 53.2077241),6.562313,53.2077241
194,fast_food,Smullers,node,POINT (6.563793300000001 53.21087039999999),6.563793300000001,53.21087039999999
195,pub,Cafe Merleyn,node,POINT (6.5792446 53.21062799999999),6.5792446,53.21062799999999
196,restaurant,Kroewa Thai,node,POINT (6.548183500000001 53.2203804),6.548183500000001,53.220380399999996
197,restaurant,Eetcafé de Stadstuin Noorderplantsoen,node,POINT (6.5508345 53.22190620000001),6.5508345,53.22190620000001
198,fast_food,De Goudenregen,node,POINT (6.5846266 53.22572509999998),6.5846266,53.225725099999984
199,restaurant,Kwajongens,node,POINT (6.573333 53.2183693),6.573333,53.2183693
200,restaurant,Happy Corner,node,POINT (6.574589999999999 53.2209295),6.574589999999999,53.2209295
201,restaurant,La Mezza,node,POINT (6.573415 53.21836089999999),6.573415,53.218360899999986
202,restaurant,De Tweede Kamer,node,POINT (6.5746634 53.2170025),6.5746634,53.2170025
203,bar,F.F.J. Bernlef,node,POINT (6.573580200000001 53.21911219999999),6.573580200000001,53.21911219999999
204,restaurant,De Biechtstoel,node,POINT (6.5754679 53.2175587),6.5754679,53.2175587
205,pub,Crowbar,node,POINT (6.5754796 53.2181702),6.5754796,53.2181702
206,restaurant,De Kleine Heerlijkheid,node,POINT (6.5728805 53.2188891),6.5728805,53.2188891
207,restaurant,Dinercafe Diep,node,POINT (6.5729986 53.2187934),6.5729986,53.2187934
208,restaurant,Flinders Café,node,POINT (6.5732752 53.2184956),6.5732752,53.218495600000004
209,cafe,Soof,node,POINT (6.5690248 53.22238089999999),6.5690248,53.22238089999999
210,fast_food,Pizzeria La Villa,node,POINT (6.5603201 53.2280573),6.5603201,53.228057299999996
211,cafe,Carré,node,POINT (6.5613764 53.2290578),6.5613764,53.2290578
212,fast_food,Broodje Ben,node,POINT (6.564488100000001 53.22814939999999),6.564488100000001,53.22814939999999
213,nightclub,Poppodium Simplon,node,POINT (6.5640622 53.22455360000001),6.5640621999999995,53.22455360000001
214,bar,Amicitia,node,POINT (6.5600591 53.2283099),6.5600591,53.2283099
215,fast_food,Plat,node,POINT (6.5586176 53.21655969999999),6.5586176,53.21655969999999
216,restaurant,Fresh Today,node,POINT (6.5576468 53.21552920000001),6.5576468,53.215529200000006
217,restaurant,China Express,node,POINT (6.547503 53.21652519999999),6.547503,53.21652519999999
218,fast_food,Ozan döner kebap & pizza,node,POINT (6.5580981 53.2164065),6.5580981,53.2164065
219,pub,De Rits,node,POINT (6.559064 53.2164452),6.559064,53.216445199999995
220,fast_food,Cafetaria Het Vosje,node,POINT (6.552318600000001 53.217496),6.552318600000001,53.217496000000004
221,cafe,Het Paleis,node,POINT (6.5477831 53.2163455),6.5477831,53.2163455
222,cafe,Kaldi,node,POINT (6.5571361 53.2151849),6.5571361,53.2151849
223,fast_food,Puutje patat,node,POINT (6.565024 53.2220883),6.565024,53.222088299999996
224,restaurant,Chinees-Indisch Restaurant Lee Garden,node,POINT (6.5632467 53.2237581),6.5632467,53.223758100000005
225,fast_food,Smile sushi,node,POINT (6.5628835 53.2240813),6.5628835,53.2240813
226,fast_food,Gildehuus Nice Food House,node,POINT (6.5625358 53.22442609999999),6.5625358,53.22442609999999
227,restaurant,Asia Today,node,POINT (6.5623134 53.22466079999999),6.5623134,53.22466079999999
228,restaurant,Aohna,node,POINT (6.5621904 53.22476870000001),6.5621903999999995,53.224768700000006
229,fast_food,El Torro,node,POINT (6.5619509 53.2253114),6.5619509,53.225311399999995
230,fast_food,Hasret,node,POINT (6.5715327 53.2159824),6.5715327,53.2159824
231,bar,Donovan's,node,POINT (6.570897700000001 53.2178689),6.570897700000001,53.2178689
232,casino,Jack's Casino,node,POINT (6.569815 53.2182532),6.569815,53.2182532
233,ice_cream,Toscana ijssalon,node,POINT (6.572085600000001 53.216211),6.572085600000001,53.216211
234,bar,Golden Fust,node,POINT (6.569927399999999 53.21824269999999),6.569927399999999,53.21824269999999
235,restaurant,Diyar Mangal,node,POINT (6.5722738 53.21627579999999),6.5722738,53.21627579999999
236,bar,Cue Action,node,POINT (6.572008100000001 53.21894069999999),6.572008100000001,53.21894069999999
237,bar,Café St.Tropez,node,POINT (6.5720707 53.21636039999999),6.5720707,53.216360399999985
238,fast_food,Antalya,node,POINT (6.5709065 53.2175457),6.5709065,53.2175457
239,restaurant,Bienvenue,node,POINT (6.5709746 53.21743609999999),6.5709746,53.21743609999999
240,restaurant,Traiterie en Ouzerie De Olijfboom,node,POINT (6.572286200000001 53.21644359999999),6.572286200000001,53.21644359999999
241,restaurant,Gustatio,node,POINT (6.5689612 53.21819409999999),6.5689612,53.21819409999999
242,bar,Shishalounge Anubis,node,POINT (6.571688299999999 53.21603929999999),6.571688299999999,53.21603929999999
243,cafe,Smooth Brothers,node,POINT (6.5637512 53.2182914),6.5637512000000005,53.2182914
244,cafe,Time-Out,node,POINT (6.5707428 53.2184535),6.5707428,53.2184535
245,restaurant,Himalaya,node,POINT (6.5731555 53.21657289999999),6.5731555,53.21657289999999
246,restaurant,Mechoui,node,POINT (6.564922 53.21555359999999),6.564922,53.21555359999999
247,cafe,De Beautyfabriek,node,POINT (6.564589 53.21833950000001),6.564589,53.218339500000006
248,restaurant,5 Smaken,node,POINT (6.5716514 53.2183554),6.5716514,53.2183554
249,bar,Ocean 41,node,POINT (6.567725900000001 53.2181764),6.567725900000001,53.218176400000004
250,restaurant,Humpfrey's,node,POINT (6.5648858 53.21692469999999),6.5648858,53.21692469999999
251,cafe,Minute Bar,node,POINT (6.573315900000001 53.21678600000001),6.573315900000001,53.216786000000006
252,cafe,Strawberry,node,POINT (6.5657085 53.21363400000001),6.5657085,53.213634000000006
253,pub,De Tevreden Rookster,node,POINT (6.5666487 53.21426339999999),6.5666487,53.21426339999999
254,cafe,News Cafe,node,POINT (6.566631 53.21818410000001),6.566631,53.21818410000001
255,cafe,Kattencafé OP Z'N KOP,node,POINT (6.566238999999999 53.2208048),6.5662389999999995,53.220804799999996
256,cafe,,node,POINT (6.5662139 53.2208431),6.5662139,53.220843099999996
257,cafe,Doppio Espresso,node,POINT (6.561139699999999 53.2164617),6.561139699999999,53.2164617
258,restaurant,I Love Sushi,node,POINT (6.5711437 53.2157875),6.5711437,53.2157875
259,bar,Bar Pacific,node,POINT (6.5705751 53.2162944),6.5705751,53.216294399999995
260,bar,Irish Pub O'Malleys,node,POINT (6.5705897 53.2162241),6.5705897,53.2162241
261,fast_food,Ozan,node,POINT (6.565629499999999 53.22129559999999),6.565629499999999,53.22129559999999
262,restaurant,Grand café De Bastille,node,POINT (6.576455900000001 53.2177237),6.576455900000001,53.2177237
263,cafe,Opera,node,POINT (6.5700309 53.21826839999999),6.5700309,53.218268399999985
264,restaurant,Pannekoekenschip,node,POINT (6.5731837 53.2177815),6.5731836999999995,53.2177815
265,nightclub,&zo,node,POINT (6.572307600000001 53.21839249999999),6.572307600000001,53.21839249999999
266,restaurant,Javaans Eetcafe,node,POINT (6.572808200000001 53.2178766),6.572808200000001,53.2178766
267,restaurant,Cervantes,node,POINT (6.5724542 53.21688749999999),6.5724542,53.21688749999999
268,cafe,Theeschenkerij,node,POINT (6.568397200000001 53.22170029999999),6.568397200000001,53.221700299999995
269,restaurant,Benz,node,POINT (6.570785000000001 53.2177284),6.570785000000001,53.2177284
270,bar,Snowvalley,node,POINT (6.570988100000001 53.2174173),6.570988100000001,53.2174173
271,restaurant,DOT,node,POINT (6.567636599999999 53.2250799),6.567636599999999,53.2250799
272,cafe,Sociëteit Corps van Leerlingen,node,POINT (6.533776100000001 53.2411288),6.533776100000001,53.2411288
273,pub,De Molleboon,node,POINT (6.5614481 53.22603409999999),6.5614481,53.22603409999999
274,pub,Café de Hoop,node,POINT (6.5692979 53.215487),6.5692979,53.215486999999996
275,fast_food,Lekkel lekkel,node,POINT (6.5694167 53.21552899999998),6.5694167,53.21552899999998
276,restaurant,Thai Jasmine Authentiek Thais Restaurant,node,POINT (6.5696154 53.2156031),6.5696154,53.215603099999996
277,restaurant,De Oude Gasfabriek,node,POINT (6.565676900000001 53.2242547),6.565676900000001,53.224254699999996
278,fast_food,Cafetaria De Overwinning,node,POINT (6.5601001 53.1984759),6.5601001,53.1984759
279,fast_food,Double FF,node,POINT (6.558142600000001 53.1978299),6.558142600000001,53.197829899999995
280,restaurant,La Cubanita,node,POINT (6.5625638 53.21485469999999),6.5625638,53.21485469999999
281,restaurant,Eethuys Stadspark,node,POINT (6.5361434 53.20130639999999),6.5361434,53.20130639999999
282,fast_food,Domino's Pizza,node,POINT (6.5873732 53.24641690000001),6.5873732,53.24641690000001
283,pub,Café-Bar Het hof van Beijum,node,POINT (6.5879231 53.24597129999999),6.5879231,53.245971299999994
284,fast_food,Cafetaria Het hof van Beijum,node,POINT (6.5881232 53.24591099999999),6.5881232,53.24591099999999
285,fast_food,Cafetaria Grote Beer,node,POINT (6.544882100000001 53.22527539999999),6.544882100000001,53.225275399999994
286,fast_food,LA Cafetaria,node,POINT (6.5394576 53.233804),6.5394576,53.233804
287,fast_food,Euro Cafetaria,node,POINT (6.6019723 53.24797089999999),6.6019723,53.24797089999999
288,restaurant,Kapteynborg Kantine,node,POINT (6.534209500000001 53.2404394),6.534209500000001,53.2404394
